Sample description: Diamond Light Source Ltd
Parent(s): buffer_avg.dat
 4.000000e-003  8.294045e-001  2.113635e-003
 4.241588e-003  8.741126e-001  2.040850e-003
 4.483177e-003  6.824682e-001  1.678764e-003
 4.724766e-003  5.416572e-001  1.448095e-003
 4.966354e-003  4.372044e-001  1.226587e-003
 5.207943e-003  3.552124e-001  1.137658e-003
 5.449531e-003  2.826027e-001  9.355319e-004
 5.691120e-003  2.660585e-001  8.558341e-004
 5.932708e-003  2.083201e-001  7.573013e-004
 6.174297e-003  1.745560e-001  6.643158e-004
 6.415885e-003  1.514460e-001  6.125607e-004
 6.657474e-003  1.297496e-001  5.357506e-004
 6.899062e-003  1.153430e-001  5.097134e-004
 7.140651e-003  1.019260e-001  4.706697e-004
 7.382239e-003  9.334590e-002  4.354019e-004
 7.623828e-003  8.250392e-002  3.996325e-004
 7.865416e-003  7.195680e-002  3.791848e-004
 8.107005e-003  7.167606e-002  3.587281e-004
 8.348593e-003  6.588957e-002  3.321179e-004
 8.590182e-003  6.134383e-002  3.226454e-004
 8.831771e-003  5.597599e-002  3.001074e-004
 9.073359e-003  5.291991e-002  2.899178e-004
 9.314948e-003  4.879405e-002  2.682545e-004
 9.556536e-003  4.666307e-002  2.623272e-004
 9.798125e-003  4.328304e-002  2.526521e-004
 1.003971e-002  4.125162e-002  2.382904e-004
 1.028130e-002  3.778263e-002  2.332882e-004
 1.052289e-002  3.798825e-002  2.191437e-004
 1.076448e-002  3.691776e-002  2.182691e-004
 1.100607e-002  3.546729e-002  2.085735e-004
 1.124766e-002  3.418146e-002  2.037465e-004
 1.148924e-002  3.273353e-002  1.965214e-004
 1.173083e-002  3.210772e-002  1.937084e-004
 1.197242e-002  3.091668e-002  1.874568e-004
 1.221401e-002  3.031501e-002  1.839407e-004
 1.245560e-002  2.900778e-002  1.745087e-004
 1.269719e-002  2.773344e-002  1.759375e-004
 1.293878e-002  2.803006e-002  1.673420e-004
 1.318036e-002  2.776096e-002  1.692840e-004
 1.342195e-002  2.719063e-002  1.615918e-004
 1.366354e-002  2.651979e-002  1.602061e-004
 1.390513e-002  2.581388e-002  1.580584e-004
 1.414672e-002  2.535632e-002  1.531050e-004
 1.438831e-002  2.550713e-002  1.513198e-004
 1.462990e-002  2.523191e-002  1.505057e-004
 1.487148e-002  2.477742e-002  1.502382e-004
 1.511307e-002  2.424947e-002  1.470097e-004
 1.535466e-002  2.411866e-002  1.411342e-004
 1.559625e-002  2.422253e-002  1.428789e-004
 1.583784e-002  2.426048e-002  1.397010e-004
 1.607943e-002  2.352843e-002  1.375747e-004
 1.632102e-002  2.312747e-002  1.334051e-004
 1.656260e-002  2.244058e-002  1.339244e-004
 1.680419e-002  2.218874e-002  1.282976e-004
 1.704578e-002  2.210620e-002  1.288299e-004
 1.728737e-002  2.198787e-002  1.277136e-004
 1.752896e-002  2.323685e-002  1.305138e-004
 1.777055e-002  2.464615e-002  1.320876e-004
 1.801213e-002  2.304885e-002  1.263020e-004
 1.825372e-002  2.183288e-002  1.215740e-004
 1.849531e-002  2.134606e-002  1.198787e-004
 1.873690e-002  2.118203e-002  1.194234e-004
 1.897849e-002  2.074439e-002  1.150945e-004
 1.922008e-002  2.062061e-002  1.165687e-004
 1.946167e-002  2.051381e-002  1.132916e-004
 1.970325e-002  2.062817e-002  1.144776e-004
 1.994484e-002  2.039261e-002  1.138230e-004
 2.018643e-002  2.039684e-002  1.129664e-004
 2.042802e-002  1.993225e-002  1.094870e-004
 2.066961e-002  2.021601e-002  1.086918e-004
 2.091120e-002  1.997434e-002  1.104065e-004
 2.115279e-002  2.004018e-002  1.072118e-004
 2.139437e-002  1.979289e-002  1.067961e-004
 2.163596e-002  2.000436e-002  1.078630e-004
 2.187755e-002  1.994389e-002  1.071994e-004
 2.211914e-002  1.977587e-002  1.048123e-004
 2.236073e-002  1.974313e-002  1.040284e-004
 2.260232e-002  1.953294e-002  1.065867e-004
 2.284391e-002  1.953875e-002  1.019284e-004
 2.308549e-002  1.967289e-002  1.020560e-004
 2.332708e-002  1.946527e-002  1.013011e-004
 2.356867e-002  1.935795e-002  1.016692e-004
 2.381026e-002  1.935403e-002  9.953515e-005
 2.405185e-002  1.942427e-002  9.910277e-005
 2.429344e-002  1.951588e-002  1.007897e-004
 2.453502e-002  1.945385e-002  9.938446e-005
 2.477661e-002  1.935216e-002  9.851974e-005
 2.501820e-002  1.923786e-002  9.924020e-005
 2.525979e-002  1.928377e-002  9.697998e-005
 2.550138e-002  1.924434e-002  9.612862e-005
 2.574297e-002  1.932378e-002  9.651485e-005
 2.598456e-002  1.916766e-002  9.501954e-005
 2.622614e-002  1.902993e-002  9.522176e-005
 2.646773e-002  1.909243e-002  9.429702e-005
 2.670932e-002  1.910981e-002  9.363803e-005
 2.695091e-002  1.893207e-002  9.372381e-005
 2.719250e-002  1.915306e-002  9.357088e-005
 2.743409e-002  1.904977e-002  9.383739e-005
 2.767568e-002  1.892267e-002  9.199403e-005
