# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00536.dat
q(1/A)          Column          Error           
0.0040000000    0.8330493500    0.0209642660    
0.0042415885    0.8568716300    0.0199976710    
0.0044831771    0.6722428600    0.0164896220    
0.0047247656    0.5327737100    0.0142136170    
0.0049663541    0.4277357600    0.0120072830    
0.0052079426    0.3490409400    0.0111610990    
0.0054495312    0.2736295400    0.0091108672    
0.0056911197    0.2666860000    0.0084801214    
0.0059327082    0.1933406100    0.0072204373    
0.0061742967    0.1664139100    0.0064195560    
0.0064158853    0.1468256100    0.0059693098    
0.0066574738    0.1245937500    0.0051959185    
0.0068990623    0.1129597500    0.0049921627    
0.0071406509    0.1028226300    0.0046785917    
0.0073822394    0.0936930780    0.0043171492    
0.0076238279    0.0824756450    0.0039544045    
0.0078654164    0.0747632390    0.0038252201    
0.0081070050    0.0708716250    0.0035303671    
0.0083485935    0.0591959400    0.0031155758    
0.0085901820    0.0593419470    0.0031407089    
0.0088317705    0.0521619360    0.0028670793    
0.0090733591    0.0521154680    0.0028473722    
0.0093149476    0.0465150000    0.0025921796    
0.0095565361    0.0450704340    0.0025516109    
0.0097981247    0.0426146740    0.0024811222    
0.0100397130    0.0390995650    0.0022960055    
0.0102813020    0.0373907230    0.0022968938    
0.0105228900    0.0386318010    0.0021870951    
0.0107644790    0.0356446460    0.0021226078    
0.0110060670    0.0338800600    0.0020175282    
0.0112476560    0.0323582610    0.0019620077    
0.0114892440    0.0330516520    0.0019543852    
0.0117308330    0.0328543190    0.0019393291    
0.0119724210    0.0298349100    0.0018224572    
0.0122140100    0.0324675790    0.0018839600    
0.0124555980    0.0303358690    0.0017662226    
0.0126971870    0.0294066630    0.0017929559    
0.0129387760    0.0266172790    0.0016139096    
0.0131803640    0.0300325110    0.0017426630    
0.0134219530    0.0249271480    0.0015312626    
0.0136635410    0.0281554790    0.0016337466    
0.0139051300    0.0274918820    0.0016143789    
0.0141467180    0.0249931340    0.0015044099    
0.0143883070    0.0267307370    0.0015331129    
0.0146298950    0.0251479960    0.0014870322    
0.0148714840    0.0265884970    0.0015402303    
0.0151130720    0.0252289680    0.0014840569    
0.0153546610    0.0253203390    0.0014311902    
0.0155962490    0.0221224840    0.0013513458    
0.0158378380    0.0250566400    0.0014051066    
0.0160794260    0.0248990510    0.0014006811    
0.0163210150    0.0247962760    0.0013670629    
0.0165626030    0.0238772650    0.0013672082    
0.0168041920    0.0234694270    0.0013058739    
0.0170457800    0.0223566160    0.0012822399    
0.0172873690    0.0215075860    0.0012501031    
0.0175289580    0.0239096910    0.0013102430    
0.0177705460    0.0251701040    0.0013210879    
0.0180121350    0.0238619580    0.0012718466    
0.0182537230    0.0233403850    0.0012440467    
0.0184953120    0.0206415810    0.0011667311    
0.0187369000    0.0205756330    0.0011648658    
0.0189784890    0.0212038340    0.0011516342    
0.0192200770    0.0189115100    0.0011048222    
0.0194616660    0.0205916200    0.0011233650    
0.0197032540    0.0198505480    0.0011114173    
0.0199448430    0.0238331040    0.0012178147    
0.0201864310    0.0205916200    0.0011233650    
0.0204280200    0.0197330410    0.0010781312    
0.0206696080    0.0201475960    0.0010738705    
0.0209111970    0.0195464620    0.0010809218    
0.0211527850    0.0190441850    0.0010343381    
0.0213943740    0.0196407120    0.0010528527    
0.0216359620    0.0193693810    0.0010504522    
0.0218775510    0.0212774380    0.0010958438    
0.0221191400    0.0199155660    0.0010410033    
0.0223607280    0.0194364330    0.0010215562    
0.0226023170    0.0202808820    0.0010748846    
0.0228439050    0.0204148680    0.0010311066    
0.0230854940    0.0185645150    0.0009811651    
0.0233270820    0.0199313120    0.0010144771    
0.0235686710    0.0207120760    0.0010408210    
0.0238102590    0.0194550700    0.0009876815    
0.0240518480    0.0205045710    0.0010077447    
0.0242934360    0.0184054600    0.0009687084    
0.0245350250    0.0199421040    0.0009958612    
0.0247766130    0.0188156080    0.0009614327    
0.0250182020    0.0204077670    0.0010115754    
0.0252597900    0.0210679030    0.0010032335    
0.0255013790    0.0191892010    0.0009500070    
0.0257429670    0.0197360210    0.0009653203    
0.0259845560    0.0201623950    0.0009644982    
0.0262261450    0.0195082980    0.0009541820    
0.0264677330    0.0199350000    0.0009536204    
0.0267093220    0.0195947250    0.0009384171    
0.0269509100    0.0202693600    0.0009597820    
0.0271924990    0.0201045100    0.0009487905    
0.0274340870    0.0213709410    0.0009836773    
0.0276756760    0.0194500010    0.0009230562    
0.0279172640    0.0185507110    0.0008998417    
0.0281588530    0.0185208470    0.0008880066    
0.0284004410    0.0191115980    0.0009100761    
0.0286420300    0.0208910940    0.0009333452    
0.0288836180    0.0196278400    0.0009141596    
0.0291252070    0.0185488010    0.0008705384    
0.0293667950    0.0205447060    0.0009271696    
0.0296083840    0.0185079450    0.0008695791    
0.0298499720    0.0181398220    0.0008638010    
0.0300915610    0.0183036630    0.0008647668    
0.0303331490    0.0181613420    0.0008542376    
0.0305747380    0.0200803880    0.0008865708    
0.0308163270    0.0199629590    0.0008839747    
0.0310579150    0.0192489490    0.0008722531    
0.0312995040    0.0199516680    0.0008808877    
0.0315410920    0.0179126090    0.0008306773    
0.0317826810    0.0190245140    0.0008533661    
0.0320242690    0.0188589550    0.0008417164    
0.0322658580    0.0183947440    0.0008431217    
0.0325074460    0.0175107970    0.0008085735    
0.0327490350    0.0182571840    0.0008230974    
0.0329906230    0.0185648250    0.0008212595    
0.0332322120    0.0179808970    0.0008131243    
0.0334738000    0.0184341860    0.0008123073    
0.0337153890    0.0183799680    0.0008099182    
0.0339569770    0.0188637210    0.0008217166    
0.0341985660    0.0178066170    0.0007995407    
0.0344401540    0.0180091900    0.0007935798    
0.0346817430    0.0185395750    0.0008122335    
0.0349233310    0.0176018590    0.0007879674    
0.0351649200    0.0188303320    0.0008000242    
0.0354065090    0.0173937110    0.0007732448    
0.0356480970    0.0182182360    0.0007803835    
0.0358896860    0.0184578810    0.0007943007    
0.0361312740    0.0190492640    0.0007957944    
0.0363728630    0.0177882260    0.0007669049    
0.0366144510    0.0190586570    0.0008003884    
0.0368560400    0.0171577070    0.0007481116    
0.0370976280    0.0181513800    0.0007789503    
0.0373392170    0.0184638860    0.0007781600    
0.0375808050    0.0182657250    0.0007657390    
0.0378223940    0.0185867390    0.0007724385    
0.0380639820    0.0191560900    0.0007873105    
0.0383055710    0.0183882040    0.0007563896    
0.0385471590    0.0190324270    0.0007725024    
0.0387887480    0.0183279210    0.0007610255    
0.0390303360    0.0196990170    0.0007798916    
0.0392719250    0.0169696080    0.0007229296    
0.0395135140    0.0177395540    0.0007391481    
0.0397551020    0.0176732450    0.0007522233    
0.0399966910    0.0172373010    0.0007151237    
0.0402382790    0.0185477870    0.0007473116    
0.0404798680    0.0183646970    0.0007381395    
0.0407214560    0.0187915960    0.0007540808    
0.0409630450    0.0183773820    0.0007339219    
0.0412046330    0.0188393910    0.0007476184    
0.0414462220    0.0178806610    0.0007221931    
0.0416878100    0.0174012950    0.0007115919    
0.0419293990    0.0184047280    0.0007309451    
0.0421709870    0.0188788550    0.0007376579    
0.0424125760    0.0187689550    0.0007390269    
0.0426541640    0.0195560530    0.0007428730    
0.0428957530    0.0177065310    0.0007076953    
0.0431373410    0.0189070070    0.0007304414    
0.0433789300    0.0179788730    0.0007073693    
0.0436205180    0.0180907060    0.0007079440    
0.0438621070    0.0176170690    0.0007002156    
0.0441036960    0.0196421290    0.0007376756    
0.0443452840    0.0176425240    0.0006935992    
0.0445868730    0.0171161100    0.0006901882    
0.0448284610    0.0180793640    0.0007005611    
0.0450700500    0.0180273440    0.0007234124    
0.0453116380    0.0193682860    0.0007516353    
0.0455532270    0.0180008260    0.0007455181    
0.0457948150    0.0186942870    0.0007587777    
0.0460364040    0.0191920810    0.0007707725    
0.0462779920    0.0175309390    0.0007482022    
0.0465195810    0.0176586690    0.0007509230    
0.0467611690    0.0177991890    0.0007568985    
0.0470027580    0.0179923090    0.0007609936    
0.0472443460    0.0171959130    0.0007592181    
0.0474859350    0.0166479330    0.0007379066    
0.0477275230    0.0185173470    0.0007846052    
0.0479691120    0.0185682190    0.0007867607    
0.0482107000    0.0186263940    0.0007956801    
0.0484522890    0.0182855540    0.0007839867    
0.0486938780    0.0176561580    0.0007757670    
0.0489354660    0.0168646870    0.0007603188    
0.0491770550    0.0191133510    0.0008187260    
0.0494186430    0.0186397060    0.0007926409    
0.0496602320    0.0188544200    0.0007749119    
0.0499018200    0.0186348910    0.0007595015    
0.0501434090    0.0186359610    0.0007472340    
0.0503849970    0.0188625940    0.0007444472    
0.0506265860    0.0177236770    0.0007164372    
0.0508681740    0.0178142550    0.0007148614    
0.0511097630    0.0180736420    0.0007166665    
0.0513513510    0.0183247820    0.0007084770    
0.0515929400    0.0182156640    0.0007177977    
0.0518345280    0.0176400000    0.0006951134    
0.0520761170    0.0184677490    0.0007194013    
0.0523177050    0.0172518770    0.0006746018    
0.0525592940    0.0175578260    0.0006934924    
0.0528008830    0.0178767260    0.0006815438    
0.0530424710    0.0178353990    0.0006829527    
0.0532840600    0.0182403310    0.0006869706    
0.0535256480    0.0195857170    0.0007118550    
0.0537672370    0.0177054630    0.0006711239    
0.0540088250    0.0179588350    0.0006773303    
0.0542504140    0.0183174550    0.0006869582    
0.0544920020    0.0172768790    0.0006615659    
0.0547335910    0.0178270050    0.0006671589    
0.0549751790    0.0183996330    0.0006750171    
0.0552167680    0.0182387440    0.0006727462    
0.0554583560    0.0180559090    0.0006619618    
0.0556999450    0.0183100790    0.0006646138    
0.0559415330    0.0171495520    0.0006477296    
0.0561831220    0.0192087200    0.0006787068    
0.0564247100    0.0189286290    0.0006717519    
0.0566662990    0.0183552710    0.0006589158    
0.0569078870    0.0172968730    0.0006459636    
0.0571494760    0.0184498850    0.0006606119    
0.0573910650    0.0191075830    0.0006620385    
0.0576326530    0.0187255580    0.0006603995    
0.0578742420    0.0179811080    0.0006459005    
0.0581158300    0.0183950340    0.0006471350    
0.0583574190    0.0183262670    0.0006447158    
0.0585990070    0.0186029410    0.0006532376    
0.0588405960    0.0191727260    0.0006619160    
0.0590821840    0.0179211530    0.0006340048    
0.0593237730    0.0175248850    0.0006287017    
0.0595653610    0.0175652640    0.0006317786    
0.0598069500    0.0183972370    0.0006325100    
0.0600485380    0.0164868860    0.0006020159    
0.0602901270    0.0185648910    0.0006394088    
0.0605317150    0.0183866960    0.0006328962    
0.0607733040    0.0185469830    0.0006328149    
0.0610148920    0.0186161850    0.0006374060    
0.0612564810    0.0173255130    0.0006121669    
0.0614980690    0.0177136020    0.0006130045    
0.0617396580    0.0181016960    0.0006336861    
0.0619812470    0.0179136630    0.0006298109    
0.0622228350    0.0172723150    0.0006145214    
0.0624644240    0.0170268820    0.0006057893    
0.0627060120    0.0179824900    0.0006275932    
0.0629476010    0.0179685950    0.0006313521    
0.0631891890    0.0174787180    0.0006187399    
0.0634307780    0.0184945690    0.0006336135    
0.0636723660    0.0173347820    0.0006128771    
0.0639139550    0.0168412660    0.0006030140    
0.0641555430    0.0181169620    0.0006188636    
0.0643971320    0.0175441550    0.0006149223    
0.0646387200    0.0177028500    0.0006064896    
0.0648803090    0.0176730220    0.0006112342    
0.0651218970    0.0183336380    0.0006104434    
0.0653634860    0.0172728730    0.0005970378    
0.0656050740    0.0184171060    0.0006149293    
0.0658466630    0.0182320100    0.0006087491    
0.0660882520    0.0177768190    0.0005995972    
0.0663298400    0.0179377310    0.0006033112    
0.0665714290    0.0190453010    0.0006185626    
0.0668130170    0.0190104780    0.0006200534    
0.0670546060    0.0183914330    0.0006063476    
0.0672961940    0.0177851470    0.0005938288    
0.0675377830    0.0173626520    0.0005819974    
0.0677793710    0.0187548790    0.0006088092    
0.0680209600    0.0190021180    0.0006054578    
0.0682625480    0.0175059220    0.0005815953    
0.0685041370    0.0186815200    0.0005989020    
0.0687457250    0.0175800060    0.0005889524    
0.0689873140    0.0186608660    0.0005976260    
0.0692289020    0.0186800050    0.0005979324    
0.0694704910    0.0171027420    0.0005716816    
0.0697120790    0.0177552660    0.0005806593    
0.0699536680    0.0178277150    0.0005845938    
0.0701952560    0.0180292670    0.0005874253    
0.0704368450    0.0162176520    0.0005588972    
0.0706784340    0.0176910150    0.0005893732    
0.0709200220    0.0183847910    0.0005955418    
0.0711616110    0.0179511300    0.0005880088    
0.0714031990    0.0177318050    0.0005890998    
0.0716447880    0.0173319590    0.0005852587    
0.0718863760    0.0186534350    0.0005989257    
0.0721279650    0.0172485130    0.0005705301    
0.0723695530    0.0186308910    0.0005897505    
0.0726111420    0.0193166720    0.0006042364    
0.0728527300    0.0186145670    0.0005845665    
0.0730943190    0.0174198610    0.0005693860    
0.0733359070    0.0185140730    0.0005834280    
0.0735774960    0.0183589900    0.0005831926    
0.0738190840    0.0183194190    0.0005764359    
0.0740606730    0.0183108400    0.0005775974    
0.0743022610    0.0178092080    0.0005700589    
0.0745438500    0.0182829000    0.0005750022    
0.0747854380    0.0184760940    0.0005720948    
0.0750270270    0.0180754970    0.0005704576    
0.0752686160    0.0188073610    0.0005746893    
0.0755102040    0.0188971770    0.0005768954    
0.0757517930    0.0182015220    0.0005682429    
0.0759933810    0.0183733960    0.0005619538    
0.0762349700    0.0180251500    0.0005638368    
0.0764765580    0.0185390680    0.0005664912    
