# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00282.dat
q(1/A)          Column          Error           
0.0040000000    0.7938680600    0.0207551640    
0.0042415885    0.8630742800    0.0203541670    
0.0044831771    0.7305250200    0.0174330280    
0.0047247656    0.5429015700    0.0145512890    
0.0049663541    0.4264169400    0.0121585530    
0.0052079426    0.3619343800    0.0115263390    
0.0054495312    0.2798751200    0.0093447582    
0.0056911197    0.2742935600    0.0087220279    
0.0059327082    0.2085629500    0.0076055083    
0.0061742967    0.1742175300    0.0066613739    
0.0064158853    0.1457721900    0.0060320962    
0.0066574738    0.1314909400    0.0054133962    
0.0068990623    0.1173166600    0.0051595808    
0.0071406509    0.0893340750    0.0044226957    
0.0073822394    0.0951382050    0.0044119286    
0.0076238279    0.0828782920    0.0040201877    
0.0078654164    0.0799154330    0.0040108406    
0.0081070050    0.0721698230    0.0036130103    
0.0083485935    0.0701606250    0.0034399076    
0.0085901820    0.0630863420    0.0032841438    
0.0088317705    0.0564053570    0.0030236445    
0.0090733591    0.0528020970    0.0029066598    
0.0093149476    0.0475447460    0.0026578321    
0.0095565361    0.0463561270    0.0026243989    
0.0097981247    0.0441274670    0.0025605354    
0.0100397130    0.0436817350    0.0024611870    
0.0102813020    0.0419402710    0.0024670747    
0.0105228900    0.0383329510    0.0022094746    
0.0107644790    0.0387415390    0.0022442371    
0.0110060670    0.0349701020    0.0020787568    
0.0112476560    0.0367073400    0.0021192993    
0.0114892440    0.0320927030    0.0019530997    
0.0117308330    0.0276690240    0.0018049281    
0.0119724210    0.0287394900    0.0018140205    
0.0122140100    0.0309201470    0.0018645550    
0.0124555980    0.0308839390    0.0018073458    
0.0126971870    0.0277719140    0.0017670846    
0.0129387760    0.0289869580    0.0017080729    
0.0131803640    0.0307852230    0.0017893547    
0.0134219530    0.0257349760    0.0015779126    
0.0136635410    0.0242784640    0.0015385852    
0.0139051300    0.0255460150    0.0015782381    
0.0141467180    0.0264512000    0.0015695899    
0.0143883070    0.0243279230    0.0014832996    
0.0146298950    0.0273123890    0.0015716514    
0.0148714840    0.0268881270    0.0015708211    
0.0151130720    0.0261282320    0.0015316641    
0.0153546610    0.0231305190    0.0013872763    
0.0155962490    0.0252156960    0.0014631631    
0.0158378380    0.0239884850    0.0013943024    
0.0160794260    0.0256093290    0.0014406373    
0.0163210150    0.0227904710    0.0013291672    
0.0165626030    0.0239947600    0.0013899791    
0.0168041920    0.0227937200    0.0013051646    
0.0170457800    0.0220110560    0.0012903110    
0.0172873690    0.0207759150    0.0012460566    
0.0175289580    0.0223762730    0.0012854833    
0.0177705460    0.0251749430    0.0013399270    
0.0180121350    0.0231481820    0.0012704215    
0.0182537230    0.0223012140    0.0012332599    
0.0184953120    0.0237400730    0.0012689603    
0.0187369000    0.0186529150    0.0011248131    
0.0189784890    0.0226450230    0.0012069838    
0.0192200770    0.0196501420    0.0011421413    
