# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00034.dat
q(1/A)          Column          Error           
0.0040000000    0.8272364500    0.0212812650    
0.0042415885    0.8005575200    0.0196904710    
0.0044831771    0.7059887400    0.0172141180    
0.0047247656    0.5449953900    0.0146442770    
0.0049663541    0.4386196400    0.0123862350    
0.0052079426    0.3514635800    0.0114089910    
0.0054495312    0.2811153100    0.0094071653    
0.0056911197    0.2624722300    0.0085700221    
0.0059327082    0.2070676400    0.0076119580    
0.0061742967    0.1665221300    0.0065416071    
0.0064158853    0.1498442200    0.0061430141    
0.0066574738    0.1268189400    0.0053400406    
0.0068990623    0.1185932900    0.0052106899    
0.0071406509    0.1000728800    0.0047018339    
0.0073822394    0.0887629360    0.0042805289    
0.0076238279    0.0806671880    0.0039838685    
0.0078654164    0.0771764760    0.0039590697    
0.0081070050    0.0728143270    0.0036452758    
0.0083485935    0.0644912100    0.0033126910    
0.0085901820    0.0539901470    0.0030517036    
0.0088317705    0.0559278880    0.0030242338    
0.0090733591    0.0521435930    0.0029013471    
0.0093149476    0.0490186680    0.0027107385    
0.0095565361    0.0433223090    0.0025483711    
0.0097981247    0.0430225000    0.0025395379    
0.0100397130    0.0443516510    0.0024910369    
0.0102813020    0.0393864520    0.0024014344    
0.0105228900    0.0359770040    0.0021500372    
0.0107644790    0.0348901980    0.0021392553    
0.0110060670    0.0376511810    0.0021665820    
0.0112476560    0.0353068440    0.0020877374    
0.0114892440    0.0323793030    0.0019705417    
0.0117308330    0.0325490060    0.0019663574    
0.0119724210    0.0306134600    0.0018805699    
0.0122140100    0.0326710090    0.0019251577    
0.0124555980    0.0289188030    0.0017566922    
0.0126971870    0.0273392820    0.0017610779    
0.0129387760    0.0241684230    0.0015666062    
0.0131803640    0.0281220250    0.0017178261    
0.0134219530    0.0253791270    0.0015739466    
0.0136635410    0.0288237640    0.0016839022    
0.0139051300    0.0275448940    0.0016461222    
0.0141467180    0.0240562650    0.0015035166    
0.0143883070    0.0234502280    0.0014627850    
0.0146298950    0.0278300370    0.0015935433    
0.0148714840    0.0291651810    0.0016432718    
0.0151130720    0.0245497760    0.0014912927    
0.0153546610    0.0267788830    0.0014993296    
0.0155962490    0.0252695620    0.0014712508    
0.0158378380    0.0230579890    0.0013730833    
0.0160794260    0.0239574140    0.0013996071    
0.0163210150    0.0215079910    0.0012969807    
0.0165626030    0.0227467510    0.0013593784    
0.0168041920    0.0210368530    0.0012594434    
0.0170457800    0.0228181420    0.0013196072    
0.0172873690    0.0223186680    0.0012972462    
0.0175289580    0.0227996280    0.0013033680    
0.0177705460    0.0260473510    0.0013690184    
0.0180121350    0.0217369440    0.0012365715    
0.0182537230    0.0201608840    0.0011778114    
0.0184953120    0.0210778320    0.0012010209    
0.0187369000    0.0230624330    0.0012562908    
0.0189784890    0.0200562520    0.0011409603    
0.0192200770    0.0194237550    0.0011406021    
0.0194616660    0.0201598410    0.0011322895    
0.0197032540    0.0209865860    0.0011641263    
0.0199448430    0.0204699930    0.0011497093    
0.0201864310    0.0193330970    0.0011088292    
0.0204280200    0.0213329660    0.0011419275    
0.0206696080    0.0206104110    0.0011064248    
0.0209111970    0.0183606780    0.0010671927    
0.0211527850    0.0194125920    0.0010638035    
0.0213943740    0.0199714200    0.0010815131    
0.0216359620    0.0195086570    0.0010739162    
0.0218775510    0.0188000760    0.0010493179    
0.0221191400    0.0198760850    0.0010593989    
0.0223607280    0.0197793930    0.0010497812    
0.0226023170    0.0184445480    0.0010442169    
0.0228439050    0.0210766570    0.0010672580    
0.0230854940    0.0205022800    0.0010503636    
0.0233270820    0.0188075530    0.0010038729    
0.0235686710    0.0195392350    0.0010298081    
0.0238102590    0.0202928140    0.0010275666    
0.0240518480    0.0179885020    0.0009615259    
0.0242934360    0.0204222400    0.0010394647    
0.0245350250    0.0195588100    0.0010046686    
0.0247766130    0.0191683150    0.0009885303    
0.0250182020    0.0198245180    0.0010156408    
0.0252597900    0.0197802700    0.0009902521    
0.0255013790    0.0192783750    0.0009700003    
0.0257429670    0.0179815020    0.0009386268    
0.0259845560    0.0189118660    0.0009515593    
0.0262261450    0.0185489130    0.0009478052    
0.0264677330    0.0182725310    0.0009300473    
0.0267093220    0.0202403960    0.0009715701    
0.0269509100    0.0189115070    0.0009443956    
0.0271924990    0.0196081310    0.0009545089    
0.0274340870    0.0194987310    0.0009571550    
0.0276756760    0.0200925720    0.0009557062    
0.0279172640    0.0181179160    0.0009058958    
0.0281588530    0.0189100180    0.0009140502    
0.0284004410    0.0193376400    0.0009325438    
0.0286420300    0.0187797490    0.0009014568    
0.0288836180    0.0183798310    0.0009011453    
0.0291252070    0.0185275510    0.0008862930    
0.0293667950    0.0197563370    0.0009261914    
0.0296083840    0.0191211110    0.0009003780    
0.0298499720    0.0182690010    0.0008830655    
0.0300915610    0.0194178910    0.0009073385    
0.0303331490    0.0188462320    0.0008864522    
0.0305747380    0.0192941190    0.0008852749    
0.0308163270    0.0180349240    0.0008558996    
0.0310579150    0.0195646930    0.0008958058    
0.0312995040    0.0183632620    0.0008608830    
0.0315410920    0.0180684510    0.0008498684    
0.0317826810    0.0190666770    0.0008702708    
0.0320242690    0.0172700760    0.0008205261    
0.0322658580    0.0191285380    0.0008758356    
0.0325074460    0.0194109770    0.0008672185    
0.0327490350    0.0184835980    0.0008436570    
0.0329906230    0.0198304380    0.0008646482    
0.0332322120    0.0179721490    0.0008281129    
0.0334738000    0.0189436440    0.0008388386    
0.0337153890    0.0183694350    0.0008248120    
0.0339569770    0.0195750980    0.0008527047    
0.0341985660    0.0173232470    0.0008033463    
0.0344401540    0.0188697830    0.0008274947    
0.0346817430    0.0169492830    0.0007911248    
0.0349233310    0.0191441590    0.0008371156    
0.0351649200    0.0197520810    0.0008346777    
0.0354065090    0.0187274060    0.0008173310    
0.0356480970    0.0194949770    0.0008223460    
0.0358896860    0.0186219000    0.0008127263    
0.0361312740    0.0186981850    0.0008031558    
0.0363728630    0.0180130090    0.0007861522    
0.0366144510    0.0175450180    0.0007822937    
0.0368560400    0.0193956670    0.0008102656    
0.0370976280    0.0184890080    0.0008008479    
0.0373392170    0.0179690550    0.0007820027    
0.0375808050    0.0183549340    0.0007819465    
0.0378223940    0.0183216220    0.0007812366    
0.0380639820    0.0183674600    0.0007853359    
0.0383055710    0.0203085570    0.0008097552    
0.0385471590    0.0193271810    0.0007930038    
0.0387887480    0.0175434740    0.0007584705    
0.0390303360    0.0175582430    0.0007500510    
0.0392719250    0.0171301670    0.0007399105    
0.0395135140    0.0194951530    0.0007893357    
0.0397551020    0.0203664010    0.0008225912    
0.0399966910    0.0183491520    0.0007516105    
0.0402382790    0.0185598490    0.0007615198    
0.0404798680    0.0176410470    0.0007369653    
0.0407214560    0.0187466210    0.0007672481    
0.0409630450    0.0183708660    0.0007474999    
0.0412046330    0.0188109590    0.0007610099    
0.0414462220    0.0191906180    0.0007621568    
0.0416878100    0.0180273260    0.0007378093    
0.0419293990    0.0181649440    0.0007397337    
0.0421709870    0.0186336950    0.0007465432    
0.0424125760    0.0186010600    0.0007494581    
0.0426541640    0.0193564650    0.0007528792    
0.0428957530    0.0178165840    0.0007231528    
0.0431373410    0.0184779560    0.0007355958    
0.0433789300    0.0183103150    0.0007271955    
0.0436205180    0.0203541130    0.0007649544    
0.0438621070    0.0183969560    0.0007289139    
0.0441036960    0.0185716910    0.0007306934    
0.0443452840    0.0184210340    0.0007219773    
0.0445868730    0.0173283730    0.0007074279    
0.0448284610    0.0181414240    0.0007148723    
0.0450700500    0.0190686730    0.0007579117    
0.0453116380    0.0189484650    0.0007573330    
0.0455532270    0.0190000690    0.0007802393    
0.0457948150    0.0184085380    0.0007670224    
0.0460364040    0.0184382140    0.0007695962    
0.0462779920    0.0175624580    0.0007628644    
0.0465195810    0.0184571500    0.0007820545    
0.0467611690    0.0187710260    0.0007918079    
0.0470027580    0.0180362170    0.0007761552    
0.0472443460    0.0165225880    0.0007581083    
0.0474859350    0.0199231140    0.0008223149    
0.0477275230    0.0187671820    0.0008046363    
0.0479691120    0.0178847220    0.0007865692    
0.0482107000    0.0185881190    0.0008097112    
0.0484522890    0.0181031100    0.0007946383    
0.0486938780    0.0188879270    0.0008173605    
0.0489354660    0.0173228260    0.0007849722    
0.0491770550    0.0195066070    0.0008425571    
0.0494186430    0.0181533960    0.0007968457    
0.0496602320    0.0192349490    0.0007973143    
0.0499018200    0.0178600130    0.0007574333    
0.0501434090    0.0168825420    0.0007244992    
0.0503849970    0.0182629030    0.0007462020    
0.0506265860    0.0175806480    0.0007268703    
0.0508681740    0.0187242020    0.0007465828    
