# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00017.dat
q(1/A)          Column          Error           
0.0040000000    0.8697620000    0.0218123200    
0.0042415885    0.8927999600    0.0207852850    
0.0044831771    0.6773020800    0.0168537350    
0.0047247656    0.5398233900    0.0145685530    
0.0049663541    0.4400017200    0.0124005660    
0.0052079426    0.3326686800    0.0110951220    
0.0054495312    0.2918899400    0.0095817567    
0.0056911197    0.2731575400    0.0087390839    
0.0059327082    0.2068951700    0.0076056176    
0.0061742967    0.1738296000    0.0066808142    
0.0064158853    0.1522357000    0.0061892614    
0.0066574738    0.1345767200    0.0054986557    
0.0068990623    0.1221545700    0.0052861451    
0.0071406509    0.0977822470    0.0046457747    
0.0073822394    0.0961141260    0.0044524009    
0.0076238279    0.0841385330    0.0040669895    
0.0078654164    0.0708214600    0.0037909859    
0.0081070050    0.0782238780    0.0037766844    
0.0083485935    0.0615471560    0.0032348467    
0.0085901820    0.0629073140    0.0032927193    
0.0088317705    0.0562080940    0.0030305373    
0.0090733591    0.0530679650    0.0029257316    
0.0093149476    0.0482289410    0.0026876938    
0.0095565361    0.0455329130    0.0026114917    
0.0097981247    0.0476298240    0.0026709479    
0.0100397130    0.0450136780    0.0025085142    
0.0102813020    0.0416943830    0.0024697621    
0.0105228900    0.0388998290    0.0022347368    
0.0107644790    0.0351232510    0.0021454940    
0.0110060670    0.0378689580    0.0021719337    
0.0112476560    0.0320703960    0.0019889215    
0.0114892440    0.0329514500    0.0019870472    
0.0117308330    0.0343022900    0.0020177818    
0.0119724210    0.0341661740    0.0019858685    
0.0122140100    0.0327571420    0.0019268907    
0.0124555980    0.0301741860    0.0017936692    
0.0126971870    0.0272031630    0.0017559566    
0.0129387760    0.0254673160    0.0016074827    
0.0131803640    0.0247435440    0.0016106675    
0.0134219530    0.0255530490    0.0015786726    
0.0136635410    0.0274236570    0.0016418114    
0.0139051300    0.0229021940    0.0015003726    
0.0141467180    0.0252568170    0.0015399353    
0.0143883070    0.0237953750    0.0014728968    
0.0146298950    0.0278980260    0.0015948240    
0.0148714840    0.0259030120    0.0015480010    
0.0151130720    0.0248913830    0.0015010069    
0.0153546610    0.0267565780    0.0014980807    
0.0155962490    0.0203699880    0.0013203902    
0.0158378380    0.0258165080    0.0014522921    
0.0160794260    0.0240191560    0.0014008256    
0.0163210150    0.0228967000    0.0013376395    
0.0165626030    0.0224842920    0.0013509502    
0.0168041920    0.0218480490    0.0012829616    
0.0170457800    0.0215791150    0.0012827452    
0.0172873690    0.0241835300    0.0013497930    
0.0175289580    0.0220361720    0.0012808265    
0.0177705460    0.0253067140    0.0013488524    
0.0180121350    0.0232651630    0.0012787690    
0.0182537230    0.0222066260    0.0012356097    
0.0184953120    0.0218808050    0.0012231742    
0.0187369000    0.0209918970    0.0011980709    
0.0189784890    0.0206232230    0.0011564929    
0.0192200770    0.0224190960    0.0012248861    
0.0194616660    0.0216045320    0.0011716703    
0.0197032540    0.0180656900    0.0010796315    
0.0199448430    0.0210981450    0.0011667301    
0.0201864310    0.0189992800    0.0010987567    
0.0204280200    0.0202769210    0.0011128406    
0.0206696080    0.0201184710    0.0010926854    
0.0209111970    0.0203906470    0.0011241727    
0.0211527850    0.0207361150    0.0010990119    
0.0213943740    0.0183162690    0.0010352967    
0.0216359620    0.0203784260    0.0010971376    
0.0218775510    0.0203058960    0.0010900776    
0.0221191400    0.0211571690    0.0010925515    
0.0223607280    0.0199855980    0.0010547995    
0.0226023170    0.0197286790    0.0010795053    
0.0228439050    0.0190611860    0.0010145246    
0.0230854940    0.0198937660    0.0010342277    
0.0233270820    0.0195414210    0.0010228447    
0.0235686710    0.0188721940    0.0010116558    
0.0238102590    0.0187162260    0.0009864317    
0.0240518480    0.0198735760    0.0010102306    
0.0242934360    0.0192422370    0.0010085673    
0.0245350250    0.0186143770    0.0009797041    
0.0247766130    0.0188467260    0.0009797946    
0.0250182020    0.0189241840    0.0009918967    
0.0252597900    0.0183273280    0.0009527924    
0.0255013790    0.0212616970    0.0010182506    
0.0257429670    0.0193372680    0.0009729635    
0.0259845560    0.0185134070    0.0009410894    
0.0262261450    0.0181947310    0.0009383216    
0.0264677330    0.0207641440    0.0009910185    
0.0267093220    0.0198041550    0.0009606426    
0.0269509100    0.0197439440    0.0009645548    
0.0271924990    0.0188025550    0.0009343065    
0.0274340870    0.0183557910    0.0009282923    
0.0276756760    0.0196670520    0.0009451382    
0.0279172640    0.0180123100    0.0009028755    
0.0281588530    0.0180996480    0.0008938779    
0.0284004410    0.0180184520    0.0008997986    
0.0286420300    0.0191532240    0.0009099971    
0.0288836180    0.0193798670    0.0009249506    
0.0291252070    0.0195288030    0.0009095470    
0.0293667950    0.0196531130    0.0009233838    
0.0296083840    0.0178766910    0.0008702237    
0.0298499720    0.0181258360    0.0008792322    
0.0300915610    0.0183003100    0.0008804741    
0.0303331490    0.0180389850    0.0008668983    
0.0305747380    0.0198056580    0.0008965600    
0.0308163270    0.0182634140    0.0008609456    
0.0310579150    0.0192615230    0.0008884678    
0.0312995040    0.0183479670    0.0008601659    
0.0315410920    0.0208093400    0.0009116738    
0.0317826810    0.0182570120    0.0008512376    
0.0320242690    0.0186969110    0.0008533933    
0.0322658580    0.0177502800    0.0008433413    
0.0325074460    0.0166849550    0.0008036860    
0.0327490350    0.0183912520    0.0008411963    
0.0329906230    0.0179681370    0.0008227045    
0.0332322120    0.0198253350    0.0008693985    
0.0334738000    0.0177402340    0.0008114194    
0.0337153890    0.0174660310    0.0008039392    
0.0339569770    0.0188165240    0.0008356712    
0.0341985660    0.0181649520    0.0008222888    
0.0344401540    0.0174400100    0.0007951960    
0.0346817430    0.0184109970    0.0008241894    
0.0349233310    0.0189819160    0.0008332136    
0.0351649200    0.0173391590    0.0007817097    
0.0354065090    0.0185692410    0.0008135332    
0.0356480970    0.0181270110    0.0007926389    
0.0358896860    0.0172950810    0.0007829116    
0.0361312740    0.0175795780    0.0007784368    
0.0363728630    0.0182379790    0.0007907167    
0.0366144510    0.0196912090    0.0008284154    
0.0368560400    0.0183310560    0.0007873863    
0.0370976280    0.0185775870    0.0008024295    
0.0373392170    0.0182601230    0.0007879825    
0.0375808050    0.0178736660    0.0007713056    
0.0378223940    0.0183396460    0.0007812952    
0.0380639820    0.0195264300    0.0008093966    
0.0383055710    0.0180656900    0.0007634147    
0.0385471590    0.0184658160    0.0007748084    
0.0387887480    0.0178892680    0.0007655900    
0.0390303360    0.0180238260    0.0007596137    
0.0392719250    0.0179142150    0.0007563387    
0.0395135140    0.0172755620    0.0007427344    
0.0397551020    0.0170961830    0.0007533478    
0.0399966910    0.0185799600    0.0007560078    
0.0402382790    0.0182009750    0.0007538074    
0.0404798680    0.0182723450    0.0007497234    
0.0407214560    0.0187937560    0.0007678921    
0.0409630450    0.0183251740    0.0007462588    
0.0412046330    0.0186107210    0.0007566334    
0.0414462220    0.0177834140    0.0007333756    
0.0416878100    0.0184045380    0.0007451780    
0.0419293990    0.0176682270    0.0007292458    
0.0421709870    0.0179607110    0.0007326327    
0.0424125760    0.0173787110    0.0007241130    
0.0426541640    0.0191062680    0.0007476861    
0.0428957530    0.0186522390    0.0007396094    
0.0431373410    0.0169410860    0.0007040475    
0.0433789300    0.0173716530    0.0007080157    
0.0436205180    0.0190158180    0.0007390708    
0.0438621070    0.0172562270    0.0007056596    
0.0441036960    0.0166316600    0.0006911882    
0.0443452840    0.0180664150    0.0007146963    
0.0445868730    0.0171696570    0.0007038873    
0.0448284610    0.0195054890    0.0007409523    
0.0450700500    0.0194139800    0.0007644247    
0.0453116380    0.0184487800    0.0007469693    
0.0455532270    0.0187601460    0.0007749745    
0.0457948150    0.0173394270    0.0007441061    
0.0460364040    0.0187117160    0.0007749601    
0.0462779920    0.0175478300    0.0007622290    
0.0465195810    0.0177464840    0.0007665314    
0.0467611690    0.0189889980    0.0007960602    
0.0470027580    0.0175206050    0.0007646619    
0.0472443460    0.0181075750    0.0007933073    
0.0474859350    0.0186178520    0.0007945906    
0.0477275230    0.0180966250    0.0007898014    
0.0479691120    0.0181809050    0.0007927251    
0.0482107000    0.0179735180    0.0007958808    
0.0484522890    0.0184714000    0.0008023463    
0.0486938780    0.0172818410    0.0007815119    
0.0489354660    0.0182324590    0.0008049827    
0.0491770550    0.0174540530    0.0007966649    
0.0494186430    0.0186275550    0.0008068490    
0.0496602320    0.0184594170    0.0007807501    
0.0499018200    0.0193536280    0.0007881407    
0.0501434090    0.0194469030    0.0007772546    
0.0503849970    0.0180039820    0.0007405849    
0.0506265860    0.0183166880    0.0007416210    
0.0508681740    0.0187086060    0.0007459610    
0.0511097630    0.0180029830    0.0007283227    
0.0513513510    0.0188011930    0.0007307291    
0.0515929400    0.0190628230    0.0007477054    
0.0518345280    0.0184319850    0.0007235187    
0.0520761170    0.0190320050    0.0007436420    
0.0523177050    0.0182978230    0.0007074347    
0.0525592940    0.0191420000    0.0007373223    
0.0528008830    0.0170806160    0.0006783579    
0.0530424710    0.0185739270    0.0007096733    
0.0532840600    0.0188319550    0.0007107663    
0.0535256480    0.0186173460    0.0007067048    
0.0537672370    0.0176984520    0.0006832412    
0.0540088250    0.0187265140    0.0007042831    
0.0542504140    0.0184848670    0.0007026892    
0.0544920020    0.0182286750    0.0006919510    
0.0547335910    0.0191310720    0.0007037479    
0.0549751790    0.0176910770    0.0006739764    
0.0552167680    0.0179588160    0.0006797512    
0.0554583560    0.0178153510    0.0006695419    
0.0556999450    0.0183344180    0.0006771972    
0.0559415330    0.0183141460    0.0006815819    
0.0561831220    0.0182008510    0.0006727228    
0.0564247100    0.0186868090    0.0006796327    
0.0566662990    0.0184184770    0.0006720998    
0.0569078870    0.0177090970    0.0006655486    
0.0571494760    0.0190316090    0.0006831949    
0.0573910650    0.0181705820    0.0006573886    
0.0576326530    0.0184012950    0.0006666086    
0.0578742420    0.0185474340    0.0006679695    
0.0581158300    0.0180106120    0.0006520279    
0.0583574190    0.0172377800    0.0006366919    
0.0585990070    0.0185035500    0.0006633844    
0.0588405960    0.0193816130    0.0006776622    
0.0590821840    0.0193721970    0.0006712068    
0.0593237730    0.0186851090    0.0006610316    
0.0595653610    0.0166574800    0.0006264690    
0.0598069500    0.0180379400    0.0006377375    
0.0600485380    0.0183251740    0.0006462791    
0.0602901270    0.0179702560    0.0006405705    
0.0605317150    0.0183865540    0.0006444484    
0.0607733040    0.0168797560    0.0006147245    
0.0610148920    0.0188043090    0.0006523142    
0.0612564810    0.0180760410    0.0006367014    
0.0614980690    0.0178384030    0.0006263910    
0.0617396580    0.0188836950    0.0006590455    
0.0619812470    0.0182293460    0.0006469353    
0.0622228350    0.0175007020    0.0006298640    
0.0624644240    0.0185481600    0.0006438160    
0.0627060120    0.0184861210    0.0006479382    
0.0629476010    0.0188836950    0.0006590455    
0.0631891890    0.0181227570    0.0006415386    
0.0634307780    0.0178481220    0.0006338054    
0.0636723660    0.0178836510    0.0006338692    
0.0639139550    0.0194318680    0.0006595606    
0.0641555430    0.0185653290    0.0006379123    
0.0643971320    0.0194867420    0.0006599044    
0.0646387200    0.0176442090    0.0006165386    
0.0648803090    0.0183899780    0.0006348926    
0.0651218970    0.0186087630    0.0006262347    
0.0653634860    0.0175455770    0.0006127181    
0.0656050740    0.0189892810    0.0006358081    
0.0658466630    0.0168595820    0.0005960762    
0.0660882520    0.0178866460    0.0006124271    
0.0663298400    0.0197348030    0.0006443642    
0.0665714290    0.0189555150    0.0006283692    
0.0668130170    0.0174882330    0.0006055680    
0.0670546060    0.0190069220    0.0006276638    
0.0672961940    0.0184610350    0.0006160527    
0.0675377830    0.0178001400    0.0006000426    
0.0677793710    0.0166796590    0.0005846218    
0.0680209600    0.0192222350    0.0006200721    
0.0682625480    0.0192127750    0.0006204129    
0.0685041370    0.0181953430    0.0006018485    
0.0687457250    0.0176549630    0.0006009819    
0.0689873140    0.0184356140    0.0006048529    
0.0692289020    0.0183760800    0.0006038754    
0.0694704910    0.0195359410    0.0006221511    
0.0697120790    0.0190592430    0.0006125873    
0.0699536680    0.0179082120    0.0005966090    
0.0701952560    0.0179990330    0.0005976481    
0.0704368450    0.0184528120    0.0006070529    
0.0706784340    0.0174471100    0.0005959819    
0.0709200220    0.0181621120    0.0006027308    
0.0711616110    0.0186125770    0.0006096752    
0.0714031990    0.0186489750    0.0006151729    
0.0716447880    0.0180935370    0.0006088960    
0.0718863760    0.0188821640    0.0006135879    
0.0721279650    0.0189993790    0.0006097191    
0.0723695530    0.0180011700    0.0005902816    
0.0726111420    0.0190485700    0.0006109832    
0.0728527300    0.0191862550    0.0006043102    
0.0730943190    0.0188143040    0.0006025400    
0.0733359070    0.0180143670    0.0005860074    
0.0735774960    0.0180750480    0.0005892297    
0.0738190840    0.0173958940    0.0005719735    
0.0740606730    0.0186832830    0.0005940939    
0.0743022610    0.0175572900    0.0005763463    
0.0745438500    0.0190878230    0.0005982497    
0.0747854380    0.0184589350    0.0005822689    
0.0750270270    0.0184615230    0.0005870423    
0.0752686160    0.0182804470    0.0005769258    
0.0755102040    0.0187352410    0.0005849054    
0.0757517930    0.0181732240    0.0005781673    
0.0759933810    0.0189612980    0.0005812959    
0.0762349700    0.0183601580    0.0005794415    
0.0764765580    0.0181453050    0.0005706748    
0.0767181470    0.0190601110    0.0005840508    
0.0769597350    0.0193127220    0.0005833621    
0.0772013240    0.0184598310    0.0005691410    
0.0774429120    0.0188895720    0.0005729376    
0.0776845010    0.0190100730    0.0005723953    
0.0779260890    0.0179037180    0.0005589456    
0.0781676780    0.0180202350    0.0005569127    
0.0784092660    0.0187685010    0.0005695275    
0.0786508550    0.0188891960    0.0005667042    
0.0788924430    0.0189241840    0.0005726719    
0.0791340320    0.0190773270    0.0005710648    
0.0793756210    0.0193878280    0.0005772642    
0.0796172090    0.0176005740    0.0005444634    
0.0798587980    0.0187606260    0.0005674626    
0.0801003860    0.0185807980    0.0005643516    
0.0803419750    0.0180806450    0.0005489074    
0.0805835630    0.0184234610    0.0005585432    
0.0808251520    0.0183908900    0.0005572997    
0.0810667400    0.0180024690    0.0005513831    
0.0813083290    0.0183527760    0.0005501159    
0.0815499170    0.0180487110    0.0005535789    
0.0817915060    0.0174398170    0.0005405260    
0.0820330940    0.0190608340    0.0005591635    
0.0822746830    0.0186001180    0.0005538105    
0.0825162710    0.0186271010    0.0005516871    
0.0827578600    0.0183376880    0.0005491704    
0.0829994480    0.0186878800    0.0005472815    
0.0832410370    0.0191428520    0.0005603653    
0.0834826250    0.0181269230    0.0005390050    
0.0837242140    0.0176108550    0.0005302647    
0.0839658030    0.0183586650    0.0005427853    
0.0842073910    0.0184496230    0.0005424014    
0.0844489800    0.0189902930    0.0005468372    
0.0846905680    0.0177474640    0.0005247148    
0.0849321570    0.0188642610    0.0005470775    
0.0851737450    0.0187561290    0.0005387557    
0.0854153340    0.0189270330    0.0005445642    
0.0856569220    0.0179602700    0.0005268777    
0.0858985110    0.0184696510    0.0005399652    
0.0861400990    0.0180530080    0.0005282362    
0.0863816880    0.0191524740    0.0005461002    
0.0866232760    0.0180571690    0.0005345728    
0.0868648650    0.0185792440    0.0005352227    
0.0871064530    0.0182283830    0.0005317766    
0.0873480420    0.0186126250    0.0005330964    
0.0875896300    0.0205599520    0.0005616551    
0.0878312190    0.0181987340    0.0005277767    
0.0880728080    0.0192144950    0.0005406638    
0.0883143960    0.0201029900    0.0005526889    
0.0885559850    0.0187191350    0.0005352696    
0.0887975730    0.0186902940    0.0005322732    
0.0890391620    0.0180298890    0.0005231001    
0.0892807500    0.0187441200    0.0005314408    
0.0895223390    0.0184298190    0.0005257086    
0.0897639270    0.0189314010    0.0005293556    
0.0900055160    0.0190803980    0.0005326895    
0.0902471040    0.0180099370    0.0005196856    
0.0904886930    0.0195793490    0.0005370760    
0.0907302810    0.0184885250    0.0005173766    
0.0909718700    0.0183398440    0.0005244238    
0.0912134580    0.0186762890    0.0005205966    
0.0914550470    0.0178076090    0.0005149203    
0.0916966350    0.0182119210    0.0005140838    
0.0919382240    0.0189964020    0.0005268654    
0.0921798120    0.0183960610    0.0005151928    
0.0924214010    0.0185547720    0.0005174104    
0.0926629900    0.0182873420    0.0005107479    
0.0929045780    0.0180858530    0.0005131900    
0.0931461670    0.0187583350    0.0005166978    
0.0933877550    0.0185937170    0.0005153007    
0.0936293440    0.0181380360    0.0005109813    
0.0938709320    0.0187718870    0.0005186475    
0.0941125210    0.0185759940    0.0005118694    
0.0943541090    0.0185336800    0.0005112861    
0.0945956980    0.0183839370    0.0005100749    
0.0948372860    0.0194045950    0.0005214104    
0.0950788750    0.0182939760    0.0005048656    
0.0953204630    0.0193215320    0.0005208736    
0.0955620520    0.0190331360    0.0005161084    
0.0958036400    0.0195927190    0.0005210387    
0.0960452290    0.0194403000    0.0005190081    
0.0962868170    0.0189141330    0.0005142065    
0.0965284060    0.0193433060    0.0005177117    
0.0967699940    0.0187197760    0.0005092992    
0.0970115830    0.0191639970    0.0005099983    
0.0972531720    0.0191522380    0.0005114999    
0.0974947600    0.0204602120    0.0005281044    
0.0977363490    0.0193727470    0.0005119408    
0.0979779370    0.0193833590    0.0005140191    
0.0982195260    0.0193770900    0.0005142146    
