# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00236.dat
q(1/A)          Column          Error           
0.0040000000    0.8358069200    0.0214804330    
0.0042415885    0.8258062800    0.0200819730    
0.0044831771    0.6742212600    0.0168925240    
0.0047247656    0.5435988300    0.0146864970    
0.0049663541    0.4479289600    0.0125691900    
0.0052079426    0.3465588400    0.0113763510    
0.0054495312    0.2733072100    0.0093142847    
0.0056911197    0.2688984600    0.0087104754    
0.0059327082    0.2079519000    0.0076600068    
0.0061742967    0.1772425300    0.0067770376    
0.0064158853    0.1429704600    0.0060254865    
0.0066574738    0.1346810000    0.0055260285    
0.0068990623    0.1080416200    0.0049942256    
0.0071406509    0.1046962000    0.0048292757    
0.0073822394    0.0938760120    0.0044204487    
0.0076238279    0.0874916360    0.0041662684    
0.0078654164    0.0684010390    0.0037427383    
0.0081070050    0.0717667760    0.0036340520    
0.0083485935    0.0664029190    0.0033754500    
0.0085901820    0.0575722310    0.0031644560    
0.0088317705    0.0573847430    0.0030761451    
0.0090733591    0.0587652410    0.0030929074    
0.0093149476    0.0506376380    0.0027666297    
0.0095565361    0.0445913530    0.0025962090    
0.0097981247    0.0439867250    0.0025785475    
0.0100397130    0.0424650760    0.0024476463    
0.0102813020    0.0389774480    0.0023988961    
0.0105228900    0.0404237350    0.0022885434    
0.0107644790    0.0375625470    0.0022289271    
0.0110060670    0.0349487260    0.0020960853    
0.0112476560    0.0333612680    0.0020378638    
0.0114892440    0.0293849460    0.0018850452    
0.0117308330    0.0327012760    0.0019791713    
0.0119724210    0.0301704080    0.0018746980    
0.0122140100    0.0261951220    0.0017310224    
0.0124555980    0.0271160520    0.0017081507    
0.0126971870    0.0288260730    0.0018158719    
0.0129387760    0.0303094430    0.0017617006    
0.0131803640    0.0285686980    0.0017386356    
0.0134219530    0.0259849650    0.0015992641    
0.0136635410    0.0288662880    0.0016921718    
0.0139051300    0.0262871700    0.0016148080    
0.0141467180    0.0264367050    0.0015827241    
0.0143883070    0.0230941810    0.0014576918    
0.0146298950    0.0236462330    0.0014750115    
0.0148714840    0.0267014620    0.0015788906    
0.0151130720    0.0247549710    0.0015037574    
0.0153546610    0.0236167900    0.0014139002    
0.0155962490    0.0238396390    0.0014349776    
0.0158378380    0.0225911200    0.0013647795    
0.0160794260    0.0254768470    0.0014493272    
0.0163210150    0.0223186790    0.0013267077    
0.0165626030    0.0234283800    0.0013853491    
0.0168041920    0.0239498060    0.0013494187    
0.0170457800    0.0230088630    0.0013306369    
0.0172873690    0.0191598450    0.0012069568    
0.0175289580    0.0252441350    0.0013771805    
0.0177705460    0.0252492870    0.0013535039    
0.0180121350    0.0227698370    0.0012708884    
0.0182537230    0.0219252180    0.0012333899    
0.0184953120    0.0207019550    0.0011952279    
0.0187369000    0.0215990390    0.0012208499    
0.0189784890    0.0212056310    0.0011780906    
0.0192200770    0.0199913340    0.0011619727    
0.0194616660    0.0206489800    0.0011507227    
0.0197032540    0.0218131370    0.0011917790    
0.0199448430    0.0217480230    0.0011899989    
0.0201864310    0.0198794530    0.0011290770    
0.0204280200    0.0208949050    0.0011348555    
0.0206696080    0.0218008510    0.0011426751    
0.0209111970    0.0203905760    0.0011293295    
0.0211527850    0.0185755320    0.0010449553    
0.0213943740    0.0220281640    0.0011405751    
0.0216359620    0.0203870520    0.0011024055    
0.0218775510    0.0219691070    0.0011390451    
0.0221191400    0.0204977200    0.0010803247    
0.0223607280    0.0207874500    0.0010806880    
0.0226023170    0.0206851080    0.0011104348    
0.0228439050    0.0197814730    0.0010382581    
0.0230854940    0.0195884140    0.0010309691    
0.0233270820    0.0180462320    0.0009874459    
0.0235686710    0.0197025500    0.0010384156    
0.0238102590    0.0197278790    0.0010173877    
0.0240518480    0.0199527410    0.0010168858    
0.0242934360    0.0209130330    0.0010562677    
0.0245350250    0.0205028540    0.0010329189    
0.0247766130    0.0207164820    0.0010319615    
0.0250182020    0.0196754120    0.0010160339    
0.0252597900    0.0182959640    0.0009563453    
0.0255013790    0.0192426540    0.0009731429    
0.0257429670    0.0194163390    0.0009794248    
0.0259845560    0.0177664230    0.0009261388    
0.0262261450    0.0188504570    0.0009594630    
0.0264677330    0.0190457980    0.0009534825    
0.0267093220    0.0196101180    0.0009603116    
