# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00056.dat
q(1/A)          Column          Error           
0.0040000000    0.8526557100    0.0214373190    
0.0042415885    0.8362792200    0.0199680890    
0.0044831771    0.6789086900    0.0167491430    
0.0047247656    0.5047653100    0.0139835450    
0.0049663541    0.4428264300    0.0123484670    
0.0052079426    0.3569429700    0.0114079470    
0.0054495312    0.3015420700    0.0096669949    
0.0056911197    0.2696902500    0.0086193377    
0.0059327082    0.2035761900    0.0074886713    
0.0061742967    0.1753203000    0.0066598677    
0.0064158853    0.1611530100    0.0063209410    
0.0066574738    0.1263988600    0.0052896275    
0.0068990623    0.1199068500    0.0051986214    
0.0071406509    0.1048255700    0.0047746740    
0.0073822394    0.1001871800    0.0045122036    
0.0076238279    0.0842566810    0.0040397986    
0.0078654164    0.0719790110    0.0037936270    
0.0081070050    0.0733003650    0.0036289088    
0.0083485935    0.0661698940    0.0033293687    
0.0085901820    0.0624913660    0.0032575877    
0.0088317705    0.0540933170    0.0029510324    
0.0090733591    0.0529230290    0.0029001641    
0.0093149476    0.0479622050    0.0026604644    
0.0095565361    0.0469291720    0.0026316573    
0.0097981247    0.0473719010    0.0026440417    
0.0100397130    0.0374646310    0.0022716269    
0.0102813020    0.0383423080    0.0023509177    
0.0105228900    0.0379481180    0.0021909356    
0.0107644790    0.0374474140    0.0021989878    
0.0110060670    0.0360845270    0.0021044924    
0.0112476560    0.0340292930    0.0020336392    
0.0114892440    0.0282165340    0.0018251758    
0.0117308330    0.0311079100    0.0019073483    
0.0119724210    0.0299105440    0.0018443632    
0.0122140100    0.0295949740    0.0018180048    
0.0124555980    0.0308859090    0.0018013028    
0.0126971870    0.0276964280    0.0017587249    
0.0129387760    0.0290915170    0.0017053749    
0.0131803640    0.0261357120    0.0016431381    
0.0134219530    0.0266185950    0.0015993563    
0.0136635410    0.0283761000    0.0016577495    
0.0139051300    0.0273107860    0.0016263336    
0.0141467180    0.0290482460    0.0016392874    
0.0143883070    0.0261402040    0.0015323659    
0.0146298950    0.0229063640    0.0014344522    
0.0148714840    0.0241547210    0.0014838127    
0.0151130720    0.0239901270    0.0014627038    
0.0153546610    0.0228093490    0.0013729615    
0.0155962490    0.0230218580    0.0013933462    
0.0158378380    0.0229413620    0.0013589290    
0.0160794260    0.0222973940    0.0013397206    
0.0163210150    0.0212509460    0.0012791566    
0.0165626030    0.0222335170    0.0013334777    
0.0168041920    0.0224916450    0.0012921112    
0.0170457800    0.0205103830    0.0012413448    
0.0172873690    0.0231597140    0.0013111606    
0.0175289580    0.0231056880    0.0013018581    
0.0177705460    0.0239427330    0.0013023130    
0.0180121350    0.0227151640    0.0012542351    
0.0182537230    0.0207283820    0.0011849627    
0.0184953120    0.0205483560    0.0011765954    
0.0187369000    0.0208852140    0.0011862005    
0.0189784890    0.0205115450    0.0011448428    
0.0192200770    0.0180011340    0.0010894782    
0.0194616660    0.0192832660    0.0010987660    
0.0197032540    0.0213599250    0.0011652795    
0.0199448430    0.0189442190    0.0010974092    
0.0201864310    0.0184067540    0.0010735037    
0.0204280200    0.0211219960    0.0011274087    
0.0206696080    0.0205826770    0.0010970604    
0.0209111970    0.0183808470    0.0010594544    
0.0211527850    0.0185371870    0.0010314367    
0.0213943740    0.0197765590    0.0010678338    
0.0216359620    0.0194966620    0.0010652164    
0.0218775510    0.0188540370    0.0010426306    
0.0221191400    0.0201232800    0.0010576561    
0.0223607280    0.0187591320    0.0010143777    
0.0226023170    0.0172851000    0.0010029833    
0.0228439050    0.0206429080    0.0010479848    
0.0230854940    0.0200779060    0.0010313328    
0.0233270820    0.0195177130    0.0010146776    
0.0235686710    0.0198235300    0.0010291864    
0.0238102590    0.0209509150    0.0010359561    
0.0240518480    0.0184174870    0.0009653386    
0.0242934360    0.0185945780    0.0009841294    
0.0245350250    0.0186961870    0.0009746061    
0.0247766130    0.0193223010    0.0009847556    
0.0250182020    0.0211558140    0.0010410096    
0.0252597900    0.0183505540    0.0009463576    
0.0255013790    0.0209489300    0.0010032718    
0.0257429670    0.0184257550    0.0009427437    
0.0259845560    0.0198436430    0.0009671200    
0.0262261450    0.0174502960    0.0009121416    
0.0264677330    0.0187343870    0.0009343863    
0.0267093220    0.0197423910    0.0009520627    
0.0269509100    0.0178285090    0.0009098073    
0.0271924990    0.0193035960    0.0009396844    
0.0274340870    0.0193346600    0.0009456892    
0.0276756760    0.0200937800    0.0009482841    
0.0279172640    0.0187283520    0.0009138500    
0.0281588530    0.0199647050    0.0009318726    
0.0284004410    0.0177976670    0.0008876670    
0.0286420300    0.0195530610    0.0009126587    
0.0288836180    0.0190512870    0.0009103057    
0.0291252070    0.0196171750    0.0009048728    
0.0293667950    0.0180388780    0.0008781188    
0.0296083840    0.0183650150    0.0008755177    
0.0298499720    0.0198342160    0.0009129438    
0.0300915610    0.0185319700    0.0008794884    
0.0303331490    0.0190871490    0.0008851454    
0.0305747380    0.0179947530    0.0008482808    
0.0308163270    0.0201141350    0.0008968449    
0.0310579150    0.0180494600    0.0008537102    
0.0312995040    0.0177204740    0.0008390888    
0.0315410920    0.0181813650    0.0008458737    
0.0317826810    0.0183012880    0.0008459773    
0.0320242690    0.0187289040    0.0008478176    
0.0322658580    0.0184366620    0.0008531470    
0.0325074460    0.0189950760    0.0008511897    
0.0327490350    0.0185756230    0.0008391611    
0.0329906230    0.0196709110    0.0008544498    
0.0332322120    0.0181062350    0.0008247164    
0.0334738000    0.0190151040    0.0008338675    
0.0337153890    0.0171361800    0.0007904330    
0.0339569770    0.0189785370    0.0008330653    
0.0341985660    0.0191813890    0.0008387436    
0.0344401540    0.0191483070    0.0008270809    
0.0346817430    0.0183582830    0.0008169329    
0.0349233310    0.0181981820    0.0008098085    
0.0351649200    0.0179869120    0.0007902995    
0.0354065090    0.0189281920    0.0008152949    
0.0356480970    0.0182701540    0.0007898877    
0.0358896860    0.0189263120    0.0008129547    
