# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00530.dat
q(1/A)          Column          Error           
0.0040000000    0.8085708900    0.0208286670    
0.0042415885    0.8301358000    0.0198497130    
0.0044831771    0.6589825900    0.0164642780    
0.0047247656    0.5437531900    0.0144807900    
0.0049663541    0.4374020900    0.0122449080    
0.0052079426    0.3553337500    0.0113565160    
0.0054495312    0.2665547600    0.0090683769    
0.0056911197    0.2607958600    0.0084568851    
0.0059327082    0.2089657700    0.0075700310    
0.0061742967    0.1720114300    0.0065818345    
0.0064158853    0.1377199600    0.0058301507    
0.0066574738    0.1218624200    0.0051821171    
0.0068990623    0.1229562300    0.0052524300    
0.0071406509    0.0937444840    0.0045050724    
0.0073822394    0.0940710090    0.0043624386    
0.0076238279    0.0873475870    0.0041039476    
0.0078654164    0.0698631420    0.0037290186    
0.0081070050    0.0735064440    0.0036258055    
0.0083485935    0.0683730290    0.0033767032    
0.0085901820    0.0671120230    0.0033682559    
0.0088317705    0.0517659850    0.0028803364    
0.0090733591    0.0525262220    0.0028827509    
0.0093149476    0.0483336170    0.0026647186    
0.0095565361    0.0430448320    0.0025147059    
0.0097981247    0.0398127970    0.0024184552    
0.0100397130    0.0414092260    0.0023828332    
0.0102813020    0.0390304120    0.0023665663    
0.0105228900    0.0391621920    0.0022206842    
0.0107644790    0.0359931190    0.0021510003    
0.0110060670    0.0361662120    0.0021021184    
0.0112476560    0.0355696710    0.0020744653    
0.0114892440    0.0337306940    0.0019910599    
0.0117308330    0.0341109990    0.0019927858    
0.0119724210    0.0298889120    0.0018395354    
0.0122140100    0.0301286030    0.0018301823    
0.0124555980    0.0326291130    0.0018472598    
0.0126971870    0.0296839000    0.0018166252    
0.0129387760    0.0290598820    0.0017006010    
0.0131803640    0.0250923460    0.0016063728    
0.0134219530    0.0288901580    0.0016624418    
0.0136635410    0.0248738160    0.0015485762    
0.0139051300    0.0234276640    0.0015028853    
0.0141467180    0.0262465810    0.0015547133    
0.0143883070    0.0248598440    0.0014909943    
0.0146298950    0.0262012020    0.0015306906    
0.0148714840    0.0254069080    0.0015183531    
0.0151130720    0.0259239240    0.0015170829    
0.0153546610    0.0264909360    0.0014762821    
0.0155962490    0.0292142400    0.0015660476    
0.0158378380    0.0261233920    0.0014468409    
0.0160794260    0.0236392660    0.0013763313    
0.0163210150    0.0223048750    0.0013075349    
0.0165626030    0.0253975410    0.0014219893    
0.0168041920    0.0212818170    0.0012540431    
0.0170457800    0.0209414510    0.0012514911    
0.0172873690    0.0233508820    0.0013135898    
0.0175289580    0.0231475610    0.0013000966    
0.0177705460    0.0253156500    0.0013361089    
0.0180121350    0.0253014680    0.0013207259    
0.0182537230    0.0224556600    0.0012305626    
0.0184953120    0.0225348220    0.0012293753    
0.0187369000    0.0215288030    0.0012016206    
0.0189784890    0.0228362820    0.0012052529    
0.0192200770    0.0207425390    0.0011668590    
0.0194616660    0.0201312160    0.0011201308    
0.0197032540    0.0218964730    0.0011771617    
