# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00173.dat
q(1/A)          Column          Error           
0.0040000000    0.8064623500    0.0209206270    
0.0042415885    0.8363112300    0.0200375150    
0.0044831771    0.6736258100    0.0167415360    
0.0047247656    0.5558505100    0.0147248400    
0.0049663541    0.4448537700    0.0124194950    
0.0052079426    0.3634539600    0.0115513250    
0.0054495312    0.2771061100    0.0092990721    
0.0056911197    0.2662881500    0.0085944131    
0.0059327082    0.1983292000    0.0074170914    
0.0061742967    0.1760253000    0.0066963180    
0.0064158853    0.1480395700    0.0060792565    
0.0066574738    0.1234851900    0.0052463828    
0.0068990623    0.1150637200    0.0051101590    
0.0071406509    0.1035808400    0.0047626519    
0.0073822394    0.0924914790    0.0043504332    
0.0076238279    0.0830850240    0.0040254826    
0.0078654164    0.0722762950    0.0038145970    
0.0081070050    0.0694664740    0.0035449462    
0.0083485935    0.0656161890    0.0033268729    
0.0085901820    0.0569396110    0.0031202715    
0.0088317705    0.0609523200    0.0031433759    
0.0090733591    0.0515293180    0.0028716166    
0.0093149476    0.0468084640    0.0026373582    
0.0095565361    0.0465112680    0.0026289723    
0.0097981247    0.0390813530    0.0024098594    
0.0100397130    0.0406366810    0.0023740203    
0.0102813020    0.0362856310    0.0022949048    
0.0105228900    0.0342625220    0.0020890228    
0.0107644790    0.0344562310    0.0021166294    
0.0110060670    0.0350986240    0.0020827202    
0.0112476560    0.0332860190    0.0020182614    
0.0114892440    0.0331671400    0.0019856648    
0.0117308330    0.0330897570    0.0019739694    
0.0119724210    0.0304612880    0.0018677014    
0.0122140100    0.0283380970    0.0017851323    
0.0124555980    0.0306767340    0.0018013998    
0.0126971870    0.0292377190    0.0018132464    
0.0129387760    0.0297963560    0.0017318780    
0.0131803640    0.0292292850    0.0017436730    
0.0134219530    0.0265127010    0.0016016909    
0.0136635410    0.0281825960    0.0016577998    
0.0139051300    0.0277925260    0.0016462871    
0.0141467180    0.0214247700    0.0014127075    
0.0143883070    0.0260499280    0.0015350067    
0.0146298950    0.0251454160    0.0015081219    
0.0148714840    0.0274426090    0.0015870471    
0.0151130720    0.0244257120    0.0014810263    
0.0153546610    0.0228841380    0.0013799654    
0.0155962490    0.0235209880    0.0014132392    
0.0158378380    0.0231813350    0.0013707411    
0.0160794260    0.0241539780    0.0013992024    
0.0163210150    0.0237240410    0.0013562132    
0.0165626030    0.0214211640    0.0013134158    
0.0168041920    0.0220494960    0.0012837713    
0.0170457800    0.0223167630    0.0012993322    
0.0172873690    0.0219747520    0.0012815936    
0.0175289580    0.0216408360    0.0012642712    
0.0177705460    0.0271756570    0.0013922511    
0.0180121350    0.0230817160    0.0012686858    
0.0182537230    0.0234639150    0.0012650895    
0.0184953120    0.0208263750    0.0011886240    
0.0187369000    0.0230650400    0.0012508774    
0.0189784890    0.0202032410    0.0011401348    
0.0192200770    0.0243669590    0.0012719449    
0.0194616660    0.0189755520    0.0010937327    
0.0197032540    0.0197155650    0.0011233986    
0.0199448430    0.0202276580    0.0011378946    
0.0201864310    0.0206776780    0.0011417338    
0.0204280200    0.0191475400    0.0010771333    
0.0206696080    0.0193121710    0.0010663363    
0.0209111970    0.0196149750    0.0010982278    
0.0211527850    0.0199369380    0.0010733687    
0.0213943740    0.0204941240    0.0010907922    
0.0216359620    0.0219172030    0.0011333116    
0.0218775510    0.0202618960    0.0010845944    
0.0221191400    0.0200387800    0.0010590825    
0.0223607280    0.0201593980    0.0010551911    
0.0226023170    0.0197489230    0.0010757924    
0.0228439050    0.0180001650    0.0009819895    
0.0230854940    0.0205370470    0.0010466648    
0.0233270820    0.0188030600    0.0009993713    
0.0235686710    0.0193690200    0.0010208370    
0.0238102590    0.0187749650    0.0009840756    
0.0240518480    0.0193092880    0.0009918515    
0.0242934360    0.0204016720    0.0010344058    
0.0245350250    0.0195930510    0.0010011581    
0.0247766130    0.0191529370    0.0009838203    
0.0250182020    0.0223339560    0.0010733014    
0.0252597900    0.0190182420    0.0009667516    
0.0255013790    0.0195942410    0.0009736456    
0.0257429670    0.0215646780    0.0010234143    
0.0259845560    0.0177504340    0.0009178531    
0.0262261450    0.0197315680    0.0009732865    
0.0264677330    0.0193803470    0.0009536445    
0.0267093220    0.0189545390    0.0009360979    
0.0269509100    0.0181390100    0.0009208687    
0.0271924990    0.0185161160    0.0009234999    
0.0274340870    0.0178850250    0.0009126914    
0.0276756760    0.0192416020    0.0009311664    
0.0279172640    0.0200703920    0.0009492970    
0.0281588530    0.0174313630    0.0008737553    
0.0284004410    0.0181438520    0.0008993574    
0.0286420300    0.0181443120    0.0008822066    
0.0288836180    0.0180445260    0.0008889900    
0.0291252070    0.0178618160    0.0008664253    
0.0293667950    0.0194551040    0.0009150911    
0.0296083840    0.0171053150    0.0008478790    
0.0298499720    0.0184060400    0.0008825021    
0.0300915610    0.0195849560    0.0009072556    
0.0303331490    0.0183927300    0.0008718990    
0.0305747380    0.0199313460    0.0008958474    
0.0308163270    0.0169517100    0.0008261758    
0.0310579150    0.0175239510    0.0008440990    
0.0312995040    0.0180032550    0.0008486816    
0.0315410920    0.0173959080    0.0008302614    
0.0317826810    0.0187824500    0.0008599893    
0.0320242690    0.0198634060    0.0008761373    
0.0322658580    0.0192004150    0.0008736491    
0.0325074460    0.0184737410    0.0008423301    
0.0327490350    0.0189715040    0.0008509882    
0.0329906230    0.0179385730    0.0008187801    
0.0332322120    0.0184586110    0.0008355820    
0.0334738000    0.0183735880    0.0008225148    
0.0337153890    0.0185398230    0.0008250113    
0.0339569770    0.0178949170    0.0008117299    
0.0341985660    0.0178001420    0.0008107742    
0.0344401540    0.0181298490    0.0008075677    
0.0346817430    0.0188515030    0.0008306965    
0.0349233310    0.0191588130    0.0008337803    
0.0351649200    0.0179716530    0.0007926956    
0.0354065090    0.0175034480    0.0007867215    
0.0356480970    0.0201160340    0.0008316957    
0.0358896860    0.0199364500    0.0008372522    
0.0361312740    0.0187404850    0.0008005538    
0.0363728630    0.0181962060    0.0007866906    
0.0366144510    0.0178416750    0.0007854360    
0.0368560400    0.0195622470    0.0008101855    
0.0370976280    0.0190156700    0.0008086285    
0.0373392170    0.0173402170    0.0007648442    
0.0375808050    0.0181289920    0.0007737265    
0.0378223940    0.0169402060    0.0007479284    
0.0380639820    0.0198051810    0.0008119333    
0.0383055710    0.0178272240    0.0007553637    
0.0385471590    0.0201264300    0.0008057020    
0.0387887480    0.0185283500    0.0007760672    
0.0390303360    0.0187710280    0.0007721369    
0.0392719250    0.0181214490    0.0007576959    
0.0395135140    0.0191669180    0.0007792460    
0.0397551020    0.0204524580    0.0008207289    
0.0399966910    0.0173958110    0.0007286303    
0.0402382790    0.0192034720    0.0007712300    
0.0404798680    0.0191964300    0.0007654118    
0.0407214560    0.0168401520    0.0007240147    
0.0409630450    0.0174872200    0.0007261173    
0.0412046330    0.0183724180    0.0007488038    
0.0414462220    0.0185733590    0.0007465263    
0.0416878100    0.0163137410    0.0006988039    
0.0419293990    0.0187532480    0.0007483360    
0.0421709870    0.0179673340    0.0007298731    
0.0424125760    0.0192472210    0.0007590363    
0.0426541640    0.0184621290    0.0007320710    
0.0428957530    0.0178941450    0.0007215616    
0.0431373410    0.0184911580    0.0007326463    
0.0433789300    0.0173778210    0.0007053440    
0.0436205180    0.0185523960    0.0007271257    
0.0438621070    0.0190383050    0.0007382738    
0.0441036960    0.0181534200    0.0007192647    
0.0443452840    0.0173349100    0.0006973123    
0.0445868730    0.0196108860    0.0007492934    
0.0448284610    0.0180950840    0.0007108420    
0.0450700500    0.0189324190    0.0007519024    
0.0453116380    0.0180032550    0.0007349798    
0.0455532270    0.0182628440    0.0007616133    
0.0457948150    0.0179313640    0.0007537115    
0.0460364040    0.0188189130    0.0007741066    
0.0462779920    0.0198073710    0.0008066185    
0.0465195810    0.0182635130    0.0007745455    
0.0467611690    0.0176804380    0.0007651074    
0.0470027580    0.0185081740    0.0007828124    
0.0472443460    0.0181716840    0.0007915710    
0.0474859350    0.0186729180    0.0007926212    
0.0477275230    0.0200400070    0.0008278451    
0.0479691120    0.0192377640    0.0008122191    
