# Diamond Light Source Ltd.
# Data extracted from: /dls/b21/data/2017/mx13440-2/processed/b21-369037_00043.dat
q(1/A)          Column          Error           
0.0040000000    0.8385304300    0.0212986940    
0.0042415885    0.9140605900    0.0209150210    
0.0044831771    0.6764686400    0.0167502270    
0.0047247656    0.5533117400    0.0146678830    
0.0049663541    0.4303103700    0.0121954310    
0.0052079426    0.3765749400    0.0117393410    
0.0054495312    0.2787166900    0.0093112712    
0.0056911197    0.2673800000    0.0085983612    
0.0059327082    0.2098670300    0.0076176907    
0.0061742967    0.1739440000    0.0066460586    
0.0064158853    0.1500590800    0.0061108780    
0.0066574738    0.1384251400    0.0055458863    
0.0068990623    0.1208074000    0.0052278474    
0.0071406509    0.1030343700    0.0047425411    
0.0073822394    0.0897506920    0.0042786963    
0.0076238279    0.0779613520    0.0038932041    
0.0078654164    0.0712445470    0.0037812679    
0.0081070050    0.0753775740    0.0036868376    
0.0083485935    0.0687711920    0.0034005166    
0.0085901820    0.0598272750    0.0031933437    
0.0088317705    0.0541338660    0.0029576491    
0.0090733591    0.0507279700    0.0028446833    
0.0093149476    0.0487339460    0.0026867894    
0.0095565361    0.0408831880    0.0024608788    
0.0097981247    0.0439938660    0.0025527830    
0.0100397130    0.0468675390    0.0025454953    
0.0102813020    0.0373281290    0.0023239478    
0.0105228900    0.0344079010    0.0020901311    
0.0107644790    0.0374577400    0.0022033965    
0.0110060670    0.0357265920    0.0020979377    
0.0112476560    0.0341564580    0.0020412388    
0.0114892440    0.0366171170    0.0020830750    
0.0117308330    0.0301677010    0.0018818095    
0.0119724210    0.0315063100    0.0018964570    
0.0122140100    0.0310507260    0.0018656573    
0.0124555980    0.0289978400    0.0017486355    
0.0126971870    0.0262305770    0.0017147465    
0.0129387760    0.0282971300    0.0016850696    
0.0131803640    0.0262333790    0.0016492784    
0.0134219530    0.0289365340    0.0016706516    
0.0136635410    0.0245937930    0.0015461985    
0.0139051300    0.0255658800    0.0015764597    
0.0141467180    0.0272068200    0.0015894394    
0.0143883070    0.0247952550    0.0014952101    
0.0146298950    0.0269592040    0.0015590910    
0.0148714840    0.0264407580    0.0015553387    
0.0151130720    0.0243483240    0.0014763340    
0.0153546610    0.0247195160    0.0014319631    
0.0155962490    0.0243775530    0.0014364611    
0.0158378380    0.0244814350    0.0014064217    
0.0160794260    0.0232694830    0.0013711674    
0.0163210150    0.0227214700    0.0013251430    
0.0165626030    0.0243234900    0.0013973480    
0.0168041920    0.0243638680    0.0013473250    
0.0170457800    0.0250362400    0.0013740422    
0.0172873690    0.0245873900    0.0013534913    
0.0175289580    0.0218667740    0.0012688389    
0.0177705460    0.0243166100    0.0013148917    
0.0180121350    0.0257890800    0.0013389023    
0.0182537230    0.0227776380    0.0012444753    
0.0184953120    0.0206927670    0.0011829268    
0.0187369000    0.0235329510    0.0012614986    
0.0189784890    0.0218709480    0.0011843782    
0.0192200770    0.0215100030    0.0011931603    
0.0194616660    0.0192924840    0.0011010802    
0.0197032540    0.0190788210    0.0011033567    
0.0199448430    0.0200997620    0.0011324933    
0.0201864310    0.0206750070    0.0011398500    
0.0204280200    0.0233753820    0.0011882374    
0.0206696080    0.0198379050    0.0010790398    
0.0209111970    0.0205948300    0.0011235401    
0.0211527850    0.0200465880    0.0010746099    
0.0213943740    0.0203134470    0.0010842516    
0.0216359620    0.0213220140    0.0011160452    
0.0218775510    0.0219338930    0.0011266684    
0.0221191400    0.0200868850    0.0010586718    
0.0223607280    0.0208112580    0.0010704156    
0.0226023170    0.0209130990    0.0011052916    
0.0228439050    0.0201326240    0.0010368829    
0.0230854940    0.0196211960    0.0010214387    
0.0233270820    0.0209672890    0.0010536459    
0.0235686710    0.0201121380    0.0010385864    
0.0238102590    0.0196923870    0.0010062340    
0.0240518480    0.0204162010    0.0010182676    
0.0242934360    0.0178798600    0.0009668321    
0.0245350250    0.0198369430    0.0010057729    
0.0247766130    0.0194952570    0.0009909996    
0.0250182020    0.0195381390    0.0010022854    
0.0252597900    0.0204765850    0.0010015425    
0.0255013790    0.0179888790    0.0009314288    
0.0257429670    0.0198018220    0.0009791371    
0.0259845560    0.0186404090    0.0009390902    
0.0262261450    0.0218704550    0.0010230567    
0.0264677330    0.0188511730    0.0009390438    
0.0267093220    0.0189405690    0.0009342694    
0.0269509100    0.0189203750    0.0009390024    
0.0271924990    0.0186411070    0.0009251426    
0.0274340870    0.0190819160    0.0009412415    
0.0276756760    0.0184170070    0.0009095511    
0.0279172640    0.0186640640    0.0009139832    
0.0281588530    0.0200393110    0.0009353549    
0.0284004410    0.0171087260    0.0008719414    
0.0286420300    0.0191557870    0.0009050258    
0.0288836180    0.0179000380    0.0008840199    
0.0291252070    0.0176795400    0.0008606266    
0.0293667950    0.0176343230    0.0008698370    
0.0296083840    0.0191039580    0.0008946248    
0.0298499720    0.0186007960    0.0008857522    
